district,year,month,mean_modal_price,mean_min_price,mean_max_price,mean_price_spread,mean_arrivals,reporting_days,is_imputed
Jyotiba Phule Nagar,2015,1,1550.0,1525.0,1570.0,45.0,,1,0
Jyotiba Phule Nagar,2015,2,1610.0,1590.0,1620.0,30.0,,1,0
Jyotiba Phule Nagar,2015,3,1560.0,1540.0,1600.0,60.0,,1,0
Jyotiba Phule Nagar,2015,4,1450.0,1450.0,1465.0,15.0,,1,0
Jyotiba Phule Nagar,2015,5,1451.6666666666667,1450.0,1463.3333333333333,13.333333333333258,,0,1
Jyotiba Phule Nagar,2015,6,1453.3333333333333,1450.0,1461.6666666666667,11.666666666666742,,0,1
Jyotiba Phule Nagar,2015,7,1455.0,1450.0,1460.0,10.0,,1,0
Jyotiba Phule Nagar,2015,8,1477.3529411764705,1470.5882352941176,1484.4117647058824,13.823529411764866,,0,1
Jyotiba Phule Nagar,2015,9,1499.7058823529412,1491.1764705882354,1508.8235294117646,17.647058823529278,,0,1
Jyotiba Phule Nagar,2015,10,1522.0588235294117,1511.764705882353,1533.235294117647,21.470588235294144,,0,1
Jyotiba Phule Nagar,2015,11,1544.4117647058824,1532.3529411764705,1557.6470588235295,25.29411764705901,,0,1
Jyotiba Phule Nagar,2015,12,1566.764705882353,1552.9411764705883,1582.0588235294117,29.117647058823422,,0,1
Jyotiba Phule Nagar,2016,1,1589.1176470588234,1573.5294117647059,1606.4705882352941,32.94117647058829,,0,1
Jyotiba Phule Nagar,2016,2,1611.4705882352941,1594.1176470588236,1630.8823529411764,36.7647058823527,,0,1
Jyotiba Phule Nagar,2016,3,1633.8235294117646,1614.7058823529412,1655.2941176470588,40.58823529411757,,0,1
Jyotiba Phule Nagar,2016,4,1656.1764705882354,1635.2941176470588,1679.7058823529412,44.41176470588243,,0,1
Jyotiba Phule Nagar,2016,5,1678.5294117647059,1655.8823529411766,1704.1176470588234,48.235294117646845,,0,1
Jyotiba Phule Nagar,2016,6,1700.8823529411764,1676.4705882352941,1728.5294117647059,52.05882352941171,,0,1
Jyotiba Phule Nagar,2016,7,1723.235294117647,1697.0588235294117,1752.9411764705883,55.88235294117658,,0,1
Jyotiba Phule Nagar,2016,8,1745.5882352941176,1717.6470588235295,1777.3529411764705,59.70588235294099,,0,1
Jyotiba Phule Nagar,2016,9,1767.9411764705883,1738.235294117647,1801.764705882353,63.529411764705856,,0,1
Jyotiba Phule Nagar,2016,10,1790.2941176470588,1758.8235294117646,1826.1764705882354,67.35294117647072,,0,1
Jyotiba Phule Nagar,2016,11,1812.6470588235293,1779.4117647058824,1850.5882352941176,71.17647058823513,,0,1
Jyotiba Phule Nagar,2016,12,1835.0,1800.0,1875.0,75.0,,1,0
Jyotiba Phule Nagar,2017,1,1870.0,1830.0,1925.0,95.0,,1,0
Jyotiba Phule Nagar,2017,2,1745.0,1700.0,1785.0,85.0,,1,0
Jyotiba Phule Nagar,2017,3,1635.0,1600.0,1675.0,75.0,,1,0
Jyotiba Phule Nagar,2017,4,1625.0,1600.0,1635.0,35.0,,1,0
Jyotiba Phule Nagar,2017,5,1625.0,1603.3333333333333,1636.6666666666667,33.333333333333485,,2,0
Jyotiba Phule Nagar,2017,6,1627.4347826086957,1621.5652173913043,1632.5652173913043,11.0,,19,0
Jyotiba Phule Nagar,2017,7,1615.1785714285713,1600.0,1625.892857142857,25.89285714285711,,28,0
Jyotiba Phule Nagar,2017,8,1627.0967741935483,1622.5806451612902,1647.5806451612902,25.0,,31,0
Jyotiba Phule Nagar,2017,9,1630.0,1625.0,1650.0,25.0,,30,0
Jyotiba Phule Nagar,2017,10,1692.5806451612902,1681.4516129032259,1724.1935483870968,42.741935483870975,,31,0
Jyotiba Phule Nagar,2017,11,1630.0,1625.0,1649.655172413793,24.655172413793025,,29,0
Jyotiba Phule Nagar,2017,12,1630.0,1625.0,1650.0,25.0,,31,0
Jyotiba Phule Nagar,2018,1,1630.0,1625.0,1650.0,25.0,,31,0
Jyotiba Phule Nagar,2018,2,1630.0,1625.0,1650.0,25.0,,28,0
Jyotiba Phule Nagar,2018,3,1630.0,1625.0,1650.0,25.0,,31,0
Jyotiba Phule Nagar,2018,4,1653.3333333333333,1649.4444444444443,1668.888888888889,19.44444444444457,,29,0
Jyotiba Phule Nagar,2018,5,1667.3333333333333,1664.111111111111,1679.8222222222223,15.711111111111222,,30,0
Jyotiba Phule Nagar,2018,6,1642.7272727272727,1638.3333333333333,1660.3939393939395,22.060606060606233,,29,0
Jyotiba Phule Nagar,2018,7,1653.5,1649.625,1669.325,19.700000000000045,,31,0
Jyotiba Phule Nagar,2018,8,1725.084745762712,1715.4237288135594,1736.1016949152543,20.677966101694892,,31,0
Jyotiba Phule Nagar,2018,9,1741.7719298245613,1737.9122807017543,1744.6666666666667,6.754385964912444,,30,0
Jyotiba Phule Nagar,2018,10,1755.0877192982457,1749.561403508772,1761.140350877193,11.57894736842104,,31,0
